name,number,type
TEG11-信息流推荐高级研究员（北京）,1,技术类
WXG08-112 微信搜索推荐运营系统开发工程师（深圳）,1,技术类
28600-212 微信支付商户资金应用产品经理（深圳）,1,产品/项目类
22989-CV计算机视觉组产品组长,1,产品/项目类
23295-互娱公关经理（深圳）,1, 
26699-智慧零售大客户销售经理（北京）,1,市场类
TEG03-机器学习高级研究员（深圳）,2,技术类
25667-战略BD-北区（华北、华东）政府、集成商、交通方向,2,市场类
25667-战略BD-基础架构、物联网、安全方向,1,市场类
30620-腾讯广告微信广告游戏行业运营经理（深圳）,1,产品/项目类
24546-商业分析师（上海）,1,市场类
22989-腾讯云大数据开发工程师,2,技术类
22989-腾讯云数据平台产品中心后台开发,1,技术类
22989-腾讯云运营产品中心web前端研发工程师（深圳）,1,技术类
TEG09-云数据库平台研发工程师,1,技术类
30361-社交产品经理-创新向,1,产品/项目类
23671-腾讯双百计划投后运营经理（深圳）,1,产品/项目类
21229-代理游戏版本运营,1,产品/项目类
18796-数据分析师（深圳）,1,技术类
21527-腾讯音乐高级预算管理经理,1,职能类
25666-华东区域销售（政务方向）,1,市场类
21527-腾讯音乐财务管理,1,职能类
25666-互联网商务拓展（上海）,1,市场类
29777-金融售中架构师（大数据方向）（深圳/北京/上海）,2,技术类
29777-金融售中架构师（专有云方向）（深圳/北京/上海）,2,技术类
29777-金融云交付项目经理,2,产品/项目类
29777-腾讯云区块链高级产品经理（北京）,2,产品/项目类
29777-互联网金融行业产品经理,2,产品/项目类
29777-金融云区块链高级研发工程师（深圳）,2,技术类
15570-RTS+SLG游戏资深3D美术（深圳）,1,设计类
31504-腾讯云大客户售后团队Leader/技术专家(上海/成都/深圳/北京)（深圳总部）,1,技术类
28607-122 微信支付知识发现高级工程师（深圳）,1,技术类
PCG09-信息流产品数据分析,1,产品/项目类
23671-企鹅号策略产品经理（分成方向）,1,产品/项目类
24547-游戏联运产品经理,1,产品/项目类
22090-兴趣阅读-推荐架构工程师,1,技术类
25925-Linux C++开发工程师（深圳）,1,技术类
TME-音效开发工程师（深圳）,1,技术类
22989-物联微服务平台产品经理 （深圳/上海）,2,产品/项目类
WXG07-212 广研企业产品策划经理,1,产品/项目类
15614-天刀手游战斗系统策划（上海）,2,产品/项目类
22989-音视频研发高级工程师（深圳）,1,技术类
15570-高级系统策划（FPS/TPS射击类）,1,产品/项目类
28605-321 微信境外支付高级区域经理（日本）,1,市场类
28605-321 微信境外支付高级区域经理（泰国）,1,市场类
TME-音乐分析及搜索算法工程师（深圳）,1,技术类
TEG04-智慧校园产品PHP高级开发工程师（深圳）,2,技术类
21557-Software Engineer – VR (Silicon Valley/Shenzhen/Beijing),1,技术类
21557- Sr/Principle Researcher (Silicon Valley/Shenzhen/Beijing),1,技术类
22989-小程序云开发后台开发高级工程师（深圳）,2,技术类
22989-物联网-智能家居与智能硬件解决方案架构师（深圳）,2,技术类
22989-物联网-智慧零售解决方案架构师（ 深圳/上海）,2,技术类
22989-智慧城市/交通/能源产品架构师（深圳/上海）,2,技术类
TME-音乐品质提升算法工程师（深圳）,1,技术类
29777-腾讯云行业策略专家（北京/上海/深圳）,3,产品/项目类
22989-AI产品高级后台软件开发工程师(深圳/北京/杭州）,2,技术类
CS-“科学探索奖”项目经理,1,职能类
22989-AI产品前端软件开发工程师（深圳/北京/杭州）,2,技术类
21882-医疗资讯产品中心-医学美术编辑（深圳）,1,设计类
CSIG14-移动安全高级研究员（深圳）,1,技术类
30933-高级UI设计师,1,设计类
15605-火影忍者ACT手游3D动画设计,1,设计类
15605-火影忍者ACT手游特效设计（深圳）,1,设计类
25923-游戏运维开发工程师（上海）,1,技术类
22989-IoT安全高级产品经理（深圳/上海/北京）,2,产品/项目类
22989-IoT OS高级产品经理（深圳/上海/北京）,1,产品/项目类
22989-工业物联Paas平台高级产品经理（深圳/上海）,2,产品/项目类
29777-金融云保险行业售前架构师（深圳/北京/上海）,4,技术类
25925-AI高级产品运营经理（深圳）,1,产品/项目类
PCG04-软件配置管理工程师（深圳）,1,技术类
22989-Web前端开发高级工程师,2,技术类
15614-天刀手游系统策划（上海）,1,产品/项目类
29777-腾讯云工业行业总监（深圳）,1,技术类
CSIG02-腾讯云教育产业规划咨询师（深圳）,1,产品/项目类
23671-企鹅号内容特征算法工程师（北京）,2,技术类
21309-儿童英语启蒙产品ABCmouse产品运营经理,1,产品/项目类
WH-员工关系经理(深圳),2,职能类
29777-金融云互联网金融售前架构师（深圳/北京/上海）,4,技术类
23671-企鹅号策略产品经理（反作弊方向）,1,产品/项目类
21087-端游游戏运营策划(深圳）,1,产品/项目类
CSIG16-自动驾驶仿真模拟系统-交通流系统工程师,1,技术类
S2-税务风险管理和筹划高级经理（深圳）,1,职能类
23677-互娱服务采购经理,1,职能类
21527-腾讯音乐企业IT信息化项目经理（深圳）,1,职能类
15614-天刀游戏合作/活动运营,1,产品/项目类
EC-培训咨询顾问（深圳）,1,职能类
PCG14-自然语言处理高级算法工程师（深圳）,2,技术类
27087-市场营销,2,市场类
30934-Game Localization Manager (English),1,产品/项目类
25664-政务大数据交付架构师,2,技术类
27192-互娱市场与用户研究经理,1,市场类
31677-SMAD - 多模态体验设计组 — CUI音效设计师(深圳）,1,设计类
31677-SMAD - 多模态体验设计组 — CUI文案设计师（深圳）,1,设计类
23517-卡牌产品运营策划,1,产品/项目类
23517-开放世界MMO产品平台运营,1,产品/项目类
23517-开放世界MMO产品市场运营,1,产品/项目类
30934-游戏海外客服管理,1,客户服务类
30934-Game Localization Manager (Japanese)    ,1,产品/项目类
15579-互娱项目管理经理(深圳),1,产品/项目类
27562-SOC赛道手游运营策划（深圳）,1,产品/项目类
27562-SOC赛道手游数据分析师,1,产品/项目类
27562-SOC赛道手游手游运营推广,1,产品/项目类
23517-开放世界MMO产品数据分析师,2,产品/项目类
PCG10-搜索Web前端开发工程师,2,技术类
PCG10-搜索产品经理,1,产品/项目类
PCG04-后台开发工程师（上海）,1,技术类
22989-AI平台产品经理/架构师（上海/深圳）,2,产品/项目类
25663-互联网高级行业运营经理（深圳/上海）,2,产品/项目类
PCG04-测试开发工程师（上海）,1,技术类
25666-教育云商务拓展（上海）,2,市场类
22989-AI应用后台开发工程师（深圳）,2,技术类
25663-泛互联网海外高级运营经理（深圳）,1,产品/项目类
22989-音频算法工程师（上海/深圳）,2,技术类
PCG04-后台开发工程师（北京）,1,技术类
22989-腾讯云计算机视觉后台开发工程师（深圳）,2,技术类
21309-企鹅辅导高级产品策划经理（B端）,1,产品/项目类
27562-SOC赛道手游运营策划（深圳）,1,产品/项目类
CSIG17-AI测试开发高级工程师,1,技术类
15616-手游高级后台开发工程师（上海）,1,技术类
24987-资深3D角色美术（上海）,2,设计类
27564-体育游戏海外PM（深圳）,1,产品/项目类
25663-泛互联网生态高级运营经理（深圳）,1,产品/项目类
22989-AI基础项目经理PM（上海/深圳）,2,产品/项目类
22989-账号平台高级产品经理（深圳）,2,产品/项目类
30359-灯塔ios客户端开发高级工程师,1,技术类
27092-高级算法工程师（深圳）,2,技术类
15570-手游后台高级工程师,1,技术类
25667-企点行业渠道销售经理（上海）,1,市场类
27931-移动游戏平台渠道高级运营（深圳）,1,产品/项目类
27931-媒体社区运营(深圳),1,产品/项目类
27931-文案策划（深圳）,1,产品/项目类
15571-3D场景设计师,1,设计类
15571-2D概念设计师,1,设计类
25663-泛互联网高级战略规划师（深圳）,1,市场类
GY0-【国际业务部】Product Operation Manager(Malaysia),1,产品/项目类
15605-《一人之下》手游高级文学策划（深圳）,1,产品/项目类
PCG09-QQ看点策略推荐高级产品经理,1,产品/项目类
22989-腾讯云计算产品前端开发工程师（深圳）,2,技术类
WXG10-116 企业微信测试开发工程师（广州）,1,技术类
25663-泛互联网解决方案架构师（北京/上海/深圳）（上海）,2,技术类
27931-产品内容策划(深圳）,1,产品/项目类
29911-创意玩法设计师,1,设计类
PCG10-用户增长渠道leader,1,产品/项目类
PCG10-商业化产品运营经理-平台策略方向,1,产品/项目类
PCG10-商业化产品运营经理-搜索广告方向,1,产品/项目类
21309-在线教育数据分析高级工程师（深圳）,1,技术类
18428-腾讯金融与支付创新业务高级工程师（c++及java）,2,技术类
25663-泛互联网行业高级项目经理（深圳）,1,产品/项目类
CSIG02-腾讯云智慧旅游高级运营经理（深圳/成都）,1,产品/项目类
22989-运营产品中心web前端开发,2,技术类
22989-腾讯云块存储高级后台开发工程师,2,技术类
PCG09-QQ看点IOS开发工程师,3,技术类
PCG09-QQ看点安卓开发工程师,3,技术类
15571-unity客户端开发工程师,3,技术类
25663-腾讯云游戏行业高级运营经理(深圳),1,产品/项目类
25663-视频行业高级运营经理(深圳),1,产品/项目类
25578-医疗AI软件开发,1,技术类
28605-137 微信支付国际化解决方案架构师,1,技术类
RP-人力资源领域Java/golang/.Net应用开发工程师（深圳）,4,技术类
21229-游戏App应用开发工程师（上海）,2,技术类
22989-计算机视觉工程师（上海/深圳）,1,技术类
22989-自然语言处理工程师,2,技术类
30360-QQ小程序产品经理（深圳）,1,产品/项目类
WXG10-115 企业微信web前端开发工程师（广州）,1,技术类
CSIG02-腾讯云旅游行业高级产品策划经理（深圳）,1,产品/项目类
26381-政务业务拓展经理（昆明）,1,市场类
15571-手游-高级技术美术,2,设计类
15571-CF手游资深动作设计师,1,设计类
15571-3D特效设计师,1,设计类
15571-多媒体设计师,2,设计类
TME-腾讯音乐曲库后台开发,1,技术类
TME-腾讯音乐运营开发,3,技术类
15605-市场运营(深圳）,2,产品/项目类
TME-数据挖掘/分析工程师（深圳）,1,技术类
31677-腾讯车联网高级视频设计师 （北京）,1,设计类
20503-优图智慧零售测试工程师,1,技术类
25923-golang研发工程师（深圳）,1,技术类
29777-腾讯云交通行业架构师（北京/上海/深圳）,3,技术类
27442-反舞弊调查经理（深圳）,3,职能类
TEG11-数据挖掘研究员(深圳）,2,技术类
GY0-【国际业务部】高级数据分析工程师（深圳）,1,技术类
S2-应收专家,1,职能类
21528-MCN运营（北京）,1,市场类
24987-次世代游戏后台开发（上海）,1,技术类
TME-QQ音乐社区产品策划（深圳）,1,产品/项目类
22989-腾讯云官网流量运营经理（SEO方向）,2,产品/项目类
21557-Android研发高级工程师,1,技术类
20589-海外PM(深圳),1,产品/项目类
TEG11-数据挖掘工程师（深圳）,2,技术类
22989-数据库前端高级工程师（成都/深圳）,2,技术类
PCG04-后台开发工程师,1,技术类
21309-推荐算法工程师（深圳）,1,技术类
29314-全资公司财务总监（北京）,1,职能类
22989-数据库平台高级工程师（成都/深圳）,9,技术类
TME-全民K歌商业中心后台研发工程师（深圳）,8,技术类
CSIG02-腾讯云图像识别高级产品策划经理（深圳）,1,产品/项目类
CSIG02-腾讯云房地产行业高级运营经理（深圳）,1,产品/项目类
PCG19-腾讯视频推荐算法高级工程师（深圳）,1,技术类
29303-大数据及人工智能专家（深圳）,1,技术类
15605-《一人之下》手游高级关卡策划（深圳）,1,产品/项目类
TME-腾讯音乐娱乐创意营销（深圳）,2,市场类
21882-新媒体医学编辑（内容运营）（北京/深圳）,2,内容编辑类
21882-医疗资讯产品中心-高级视觉设计师（深圳）,1,设计类
29303-C++后台开发工程师（深圳）,1,技术类
21309-企鹅辅导流量运营负责人（用户增长方向）,1,产品/项目类
S2-财经外联与拓展专家（深圳）,1,职能类
CSIG16-车联网商务经理（广州）,1,市场类
WXG03-小程序搜索算法高级研究员,2,技术类
22989-数据库产品经理（北京/成都/深圳）,3,产品/项目类
22989-数据库产品运营（北京/成都/深圳）,1,产品/项目类
29777-智慧企业交付项目经理（上海）,1,产品/项目类
29777-智慧企业交付项目经理（深圳总部）,1,产品/项目类
17229-刺激战场-游戏服务器开发工程师,2,技术类
