name,number,type
23295-互娱PHP开发工程师（深圳）,2,技术类
23674-新闻推荐算法高级工程师,2,技术类
30360-QQ小程序小游戏Android开发工程师（深圳）,1,技术类
30360-UGC产品策划经理（深圳）,1,产品/项目类
22989-中间件高级咨询架构师（北京）,1,技术类
22989-中间件高级咨询架构师（上海）,1,技术类
22989-中间件高级交付工程师（深圳总部）,1,技术类
22989-中间件高级交付工程师（上海）,1,技术类
22989-中间件高级交付工程师（北京）,1,技术类
15712-游戏高级交互设计师（深圳）,3,设计类
27648-影视制作管理,1,产品/项目类
TEG13-运营开发工程师（深圳）,1,技术类
TEG13-质量管理工程师,1,技术类
22989-中间件高级咨询架构师（深圳总部）,1,技术类
PCG14-腾讯态客机器人生态产品经理（深圳）,1,产品/项目类
27092-商业化策略产品经理（深圳）,1,产品/项目类
15616-高级UI设计师,1,设计类
15616-高级动画设计师,1,设计类
15611-游戏后台开发工程师（深圳）,1,技术类
CSIG02-腾讯云行业交付架构师（深圳）,1,技术类
CSIG02-智慧社区产品运营经理（深圳）,1,产品/项目类
27553-腾讯音乐测试开发工程师（深圳）,1,技术类
22989-腾讯云品牌设计组-视觉设计师（深圳）,1,设计类
18428-财付通基础交易开发工程师（深圳）,2,技术类
22989-腾讯云块存储产品经理（深圳）,1,产品/项目类
22989-腾讯云品牌设计组-交互设计师（深圳）,1,设计类
15616-高级原画设计师,1,设计类
TME-创新产品社区产品经理（深圳）,1,产品/项目类
25664-web前端开发高级工程师,2,技术类
25664-政府行业解决方案架构师（北京/广州）（广州）,1,技术类
CSIG16-地图公共交通业务副总监,1,技术类
CS-“科学探索奖”项目经理,1,职能类
CSIG16-商务拓展负责人,1,市场类
CSIG17-高级质量管理工程师（北京/广州）,1,技术类
29777-工业消费品高级产品经理（深圳）,1,产品/项目类
TME-Moo音乐后台开发工程师（深圳）,1,技术类
CSIG17-资深测试工程师（深圳）,1,技术类
31967-WEB开发工作师(PHP/GO 深圳),1,技术类
28297-RPG手游本地化策划,1,产品/项目类
15585-Unreal Engine游戏客户端开发工程师（深圳）,5,技术类
CSIG15-叮当平台自然语言处理研究员（北京）,1,技术类
CSIG08-行业产品经理,1,产品/项目类
PCG19-腾讯视频社区产品经理（深圳）,1,产品/项目类
25664-数据挖掘高级工程师,2,技术类
TME-全民K歌TV端H5研发工程师,1,技术类
25927-先游产品运营组组长,1,产品/项目类
19511-Web前端开发（深圳）,1,技术类
25925-Linux C++后台开发工程师,1,技术类
29303-视觉设计师,1,设计类
25664-数据治理高级工程师,2,技术类
S2-IEG财务管理（深圳）,1,职能类
GY0-【国际业务部】JOOX Andriod开发工程师（深圳）,1,技术类
32271-腾讯视频用户增长策略专家,1,技术类
23872-协同商务经理,1,市场类
14914-品牌合作经理（深圳）,1,市场类
PCG19-腾讯视频移动端产品经理（深圳）,1,产品/项目类
30360-后台平台开发（深圳）,1,技术类
TEG11-搜索后台开发工程师（深圳）,1,技术类
PCG14-商业化策略产品经理（深圳）,1,产品/项目类
19332-高级PHP开发工程师（上海）,3,技术类
15616-高级手游系统策划（上海）,1,产品/项目类
TME-全民K歌安全运营经理（深圳）,2,职能类
TME-腾讯音乐视频效果产品经理（深圳）,1,产品/项目类
22086-腾讯体育产品经理（北京）,1,产品/项目类
21309-深圳市腾讯教育科技有限公司客服专员（武汉）,2,客户服务类
21309-深圳市腾讯教育科技有限公司质检专员（武汉）,2,客户服务类
15583-手游3D角色设计师（深圳）,1,设计类
22989-物联网边缘计算高级产品经理（深圳）,2,产品/项目类
22989-物联网操作系统高级产品经理（深圳）,2,产品/项目类
25666-金融云业务拓展总监（深圳）,1,市场类
25666-金融云业务拓展总监（北京）,1,市场类
21309-深圳市腾讯教育科技有限公司销售主管（武汉）,1,市场类
15616-高级3D角色设计师,1,设计类
15616-高级特效设计师,1,设计类
30360-QQ智能后台开发高级工程师,1,技术类
29925-腾讯视频会员整合营销项目经理,1,市场类
22989-高级网络运维工程师（深圳）,1,技术类
22989-产品定价师,2,产品/项目类
22989-腾讯云中间件技术架构师（深圳总部）,1,技术类
22989-腾讯云中间件技术架构师（北京）,1,技术类
22989-腾讯云中间件技术架构师（上海）,1,技术类
31458-信用卡业务研发工程师,2,技术类
20772-企鹅影视网大制片人（北京）,1,产品/项目类
15614-天刀UI视觉设计师(上海）,1,设计类
15605-资深UE4技术美术(深圳),1,设计类
32269-企鹅影视电视剧制片人（北京）,1,产品/项目类
32269-企鹅影视IP版权商务经理,1,产品/项目类
23486-腾讯财讯原创编辑,1,内容编辑类
14914-高级营销设计师,1,设计类
17229-绝地求生：刺激战场-大型游戏开发项目经理,1,产品/项目类
17229-绝地求生：刺激战场-资深Unreal客户端开发工程师,1,技术类
17229-绝地求生：刺激战场-FPS游戏客户端开发工程师,1,技术类
17229-绝地求生：刺激战场-射击游戏系统策划,2,产品/项目类
26699-智慧零售业务中心项目经理（深圳总部）,1,产品/项目类
25663-泛互联网售中架构师（上海）,1,技术类
29313-PCG财务分析经理（深圳）,1,职能类
22989-大数据后台开发工程师,1,技术类
22989-大数据前端开发工程师,1,技术类
BOD-Company Secretarial Professionals,1,职能类
18402-MMO手游平台渠道运营,1,产品/项目类
25928-G6后台开发工程师,2,技术类
25928-G6后台开发高级工程师,2,技术类
29912-推荐算法工程师,1,技术类
29499-腾讯影业业务管理经理,1,职能类
25663-泛互联网售中架构师（深圳总部）,1,技术类
22989-计算产品中心Web前端高级工程师,1,技术类
22989-物联网安全高级开发工程师,4,技术类
22989-边缘计算高级开发工程师,4,技术类
22989-PHP后台高级开发工程师（深圳）,2,技术类
TME-Moo音乐视频运营编辑（深圳）,1,内容编辑类
TME-Moo音乐内容专题编辑（深圳）,2,内容编辑类
TME-Moo音乐视觉设计（深圳）,1,设计类
25923-CodeCC高级后台开发工程师,1,技术类
21309-深圳市腾讯教育科技有限公司课程顾问（武汉）,6,市场类
19332-高级Web后台开发工程师(上海),3,技术类
25663-泛互联网售中架构师（北京）,1,技术类
CSIG02-腾讯云行业方案架构师（北京/上海/深圳/成都）,2,技术类
GY0-【国际业务部】JOOX Web开发工程师（深圳）,1,技术类
TME-QQ音乐社交平台产品策划,1,产品/项目类
PCG09-信息流算法平台项目经理,1,产品/项目类
22989-大数据产品经理,1,产品/项目类
22989-大数据和人工智能高级开发工程师（北京）,1,技术类
TEG02-网络运营开发工程师,2,技术类
WXG02-116 微信后台测试开发工程师（广州）,1,技术类
WXG02-116 微信后台测试开发工程师（广州）,1,技术类
15571-FPS手游服务器开发工程师,4,技术类
PCG09-信息流项目管理,1,产品/项目类
TEG02-Web前端开发工程师,2,技术类
18425-海外钱包商户产品经理,1,产品/项目类
26699-智慧零售高级产品策划,1,产品/项目类
26699-智慧零售业务中心前端开发（深圳总部）,2,技术类
26699-智慧零售业务中心前端开发（成都）,1,技术类
25923-Python高级工程师,1,技术类
25663-泛文娱行业解决方案专家（深圳总部）,1,技术类
25663-泛文娱行业解决方案专家（北京）,1,技术类
25663-泛互联网行业解决方案专家（深圳总部）,1,技术类
26699-智慧零售业务中心前端开发（上海）,1,技术类
25666-运营商销售经理,1,市场类
22989-高级人工智能后台研发（上海/深圳）,2,技术类
22989-人工智能Web前端开发工程师（上海/深圳）,2,技术类
22989-人工智能产品经理（深圳）,2,产品/项目类
TEG09-运营规划经理(深圳),2,技术类
25923-Java高级工程师（深圳）,2,技术类
TME-全民K歌iOS开发工程师（深圳）,6,技术类
30623-腾讯广告联盟广告高级产品经理-SSP方向（上海）,1,产品/项目类
30633-腾讯广告前端UI工程师（深圳）,1,设计类
29910-营销创意策划,2,设计类
CSIG16-腾讯地图底图后台开发,1,技术类
TEG11-自然语言处理研究员(北京),1,技术类
PCG17-QQ厘米秀引擎开发高级工程师（深圳）,1,技术类
25666-腾讯云华北区域销售(北京、雄安、天津、山西、河北）,2,市场类
22989-高级AI后台开发工程师（上海/深圳）,2,技术类
WXG08-111 微信搜索推荐高级数据分析工程师（北京）,1,技术类
21527-腾讯音乐PeopleSoft开发工程师(深圳),1,技术类
30934-海外游戏产品策划高级经理 ,1,产品/项目类
30934-(Japan) Public Relations and Promotion manager ,1,市场类
29314-CSIG财务管理总监（深圳）,1, 
25923-游戏高级技术运营工程师,1,技术类
TEG14-高级业务运维工程师（深圳）,2,技术类
SH-政府事务经理,2,职能类
21529-QQ音乐法务（深圳）,1,职能类
21529-政府事务专家,2,职能类
30359-增长工具高级数据分析师,2,技术类
25666-腾讯云华东区域解决方案支持,1,技术类
TA-T+平台培训经理（深圳）,1,职能类
30621-腾讯社交广告渠道和市场运营经理(新闻视频广告 深圳）,2,产品/项目类
27192-互娱市场与用户研究经理（上海）,1,市场类
30621-腾讯社交广告效果广告运营经理（新闻视频广告 深圳）,1,产品/项目类
21528-媒介传播经理（海外/财经媒体方向）,1, 
25663-泛互联网行业解决方案专家（北京）,1,技术类
25663-泛互联网行业解决方案专家（上海）,1,技术类
30621-腾讯社交广告品牌广告运营经理（新闻视频广告 深圳）,1,产品/项目类
30360-QQ会员-Web前端开发工程师,3,技术类
25663-泛互联网行业高级产品经理(北/上/深）（北京）,1,产品/项目类
25663-泛互联网行业高级产品经理(北/上/深）（上海）,1,产品/项目类
28607-122 微信支付高级金融风控数据挖掘工程师（深圳）,1,技术类
25928-云游戏高级客户端技术开发工程师,1,技术类
25928-云游戏后台高级开发工程师,1,技术类
30359-C++高级后台开发工程师（深圳）,3,技术类
25663-泛互联网行业高级产品经理(北/上/深）（深圳总部）,1,产品/项目类
PCG14-高级品质工程师（深圳）,1,技术类
26381-政务业务高级前端工程师（北京）,1,技术类
30359-灯塔web前端高级开发工程师,1,技术类
17759-腾讯视频商业分析师（北京）,1,市场类
26787-政府关系及行业合作经理（游戏） ,2,市场类
21528-版权商务-日语,1,市场类
TEG14-运营开发工程师（深圳）,3,技术类
CSIG02-腾讯云解决方案架构师（成都）,1,技术类
GY0-【国际业务部】Business Development Manager - TSA (Korea) ,1,市场类
GY0-【国际业务部】Business Development Manager - Cloud (Hong Kong）,3,市场类
PCG10-高级产品经理（海外浏览器核心功能迭代方向）,1,产品/项目类
WXG-培训专家（广州）,1,职能类
25668-腾讯云泛政行业高级市场经理（深圳）,1,市场类
23486-前端开发组长,1,技术类
18302-国际IP新手游后台高级开发工程师（深圳）,1,技术类
26381-腾讯云高级项目经理（北京）,1,产品/项目类
28994-区块链中台(高级)开发工程师,1,技术类
22989-腾讯云存储产品运营经理,3,产品/项目类
PCG04-腾讯体育后台测试开发工程师（北京）,1,技术类
18302- 国际IP新手游-客户端资深开发工程师,3,技术类
18302-国际IP新手游-UE4引擎开发工程师,1,技术类
PCG09-信息流社区产品经理（北京）,1,产品/项目类
7660-腾讯广告风控系统产品经理（北京）,1,产品/项目类
30628-腾讯广告算法工程师（研发中心-深圳/北京）,1,技术类
29311-腾讯在线教育品牌经理（深圳）,1,市场类
PCG04-短视频AI评测工程师（深圳总部）,1,技术类
30361-创新产品ios开发工程师,1,技术类
CSIG02-腾讯云教育行业高级产品经理（课程）,1,产品/项目类
30360-QQ会员-IOS开发工程师（深圳）,2,技术类
28600-微信支付服务产品经理（深圳）,1,产品/项目类
28600-微信支付高级服务运营经理（深圳）,1,技术类
23671-短视频产品运营(深圳),2,产品/项目类
22989-腾讯云培训认证leader（深圳）,1,产品/项目类
32032-高级游戏美术特效（上海）,1,设计类
22989-腾讯云域名产品WEB开发工程师,2,技术类
18428-腾讯金融业务高级研发工程师(深圳),2,技术类
TEG14-web前端高级开发工程师（深圳）,1,技术类
TEG14-高级产品经理,2,产品/项目类
27092-商业化运营经理（北京）,1,产品/项目类
27092-高级营销策划经理（北京）,1,市场类
TEG05-高级运营开发工程师（深圳）,1,技术类
IEG-HRBP（深圳）,3,职能类
30623-腾讯广告联盟后台功能策略开发高级工程师（北京）,1,技术类
30359-容器云后台开发工程师（深圳）,3,技术类
18302-国际IP新手游-高级战斗策划,1,产品/项目类
CSIG02-腾讯云行业方案架构师（上海）,1,技术类
21557-解决方案高级行业产品经理,1,产品/项目类
18302-国际IP新手游-高级3D场景模型师,1,设计类
18302-国际IP新手游-UE4高级3D特效师,1,设计类
18302-国际IP新手游-高级关卡策划,1,产品/项目类
18302-国际IP新手游-高级3D角色模型师,2,设计类
18302-国际IP新手游-高级3D动画师,2,设计类
18302-国际IP新手游-资深角色原画设计师,1,设计类
PCG04-短视频AI评测工程师（北京）,1,技术类
15570-端游3D动作设计师,1,设计类
30359-深度学习系统后台开发高级工程师（深圳）,2,技术类
CSIG02-腾讯云教育行业方案架构师（成都）,1,技术类
PCG04-腾讯新闻后台测试开发工程师（北京）,1,技术类
TME-内容推荐策略高级产品经理,1,产品/项目类
TME-全民k歌海外产品经理,1,产品/项目类
TEG11-推荐系统算法研发工程师（北京）,1,技术类
TEG11-游戏AI高级产品经理（深圳）,1,产品/项目类
TME-全民k歌海外用户增长产品策略经理,1,产品/项目类
15569-魂斗罗手游后台开发工程师（深圳）,1,技术类
27216-视觉设计师,1,设计类
18428-高级支付后台开发工程师 ,2,技术类
14137-WXG财务管理（广州）,1,职能类
TEG11-游戏AI高级算法研究员（深圳）,2,技术类
TEG11-游戏AI高级系统工程师(深圳）,2,技术类
23516-业务流程管理（深圳）,1,产品/项目类
PCG22-用户增长专家,1,市场类
26563-后台开发高级工程师（深圳）,1,技术类
29476-制片经理,1,产品/项目类
21530-腾讯音乐集团组织发展高级经理,1,职能类
29777-金融云银行行业业务架构师,2,技术类
CSIG17-LBS产品能力技术评价负责人,1,技术类
27566-互动小说游戏资深运营（深圳）,1,产品/项目类
25814-策略分析师,1,市场类
22989-小程序云开发WEB前端开发工程师（nodeJs）（深圳）,2,技术类
25925-心悦俱乐部内容运营,2,产品/项目类
21530-腾讯音乐招聘专员（深圳）,1,职能类
26563-后台开发工程师(深圳）,1,技术类
23671-短视频统筹制片人,2,产品/项目类
23671-小视频内容合作管理,2,产品/项目类
25814-数据研发高级工程师,1,技术类
30620-腾讯广告本地生活行业运营经理（微信广告 深圳）,1,产品/项目类
WXG10-321 企业微信商务推广经理（上海-政府）,1,市场类
WXG10-321 企业微信商务推广经理（上海-政府）,1,市场类
TEG09-协议栈优化高级工程师,1,技术类
CSIG16-腾讯地图自然语言处理工程师 ,1,技术类
CSIG16-腾讯地图搜索高级算法工程师 ,1,技术类
CSIG16-腾讯地图高级策略产品经理,2,产品/项目类
TEG05-扫描器后台开发工程师（深圳）,1,技术类
31499-高级项目经理（深圳）,1,产品/项目类
27552-腾讯音乐高级投资分析师（深圳总部）,1, 
30361-WEB前端工程师(北京),1,技术类
S2-IBG财务管理经理（深圳）,1,职能类
S2-高级测试工程师（深圳）,1,技术类
27092-商业化iOS高级开发工程师（深圳）,2,技术类
CSIG17-车联网高级硬件测试架构师,1,技术类
TME-QQ音乐/全民k歌搜索算法高级工程师（深圳）,2,技术类
15612-卡牌游戏文学策划(深圳）,1,产品/项目类
PCG09-平台产品运营（北京）,1,产品/项目类
18302-动作游戏引擎工程师（深圳）,2,技术类
18302-游戏程序化生成 TA,1,技术类
TEG09-CDN高级后台开发工程师,3,技术类
TEG09-云存储高级研发工程师（深圳总部）,3,技术类
TEG09-云存储高级研发工程师（北京）,2,技术类
21309-PC客户端开发工程师,1,技术类
20772-自制节目视觉管理（北京）,1,设计类
CSIG15-叮当语音合成后台高级工程师,1,技术类
27552-腾讯音乐高级投资分析师（北京）,1, 
27552-腾讯音乐高级投资经理（深圳总部）,1, 
18432-金融合作商务经理,1,市场类
PCG16-波洞星球产品经理,1,产品/项目类
30360-QQ小程序小游戏iOS开发工程师（深圳）,1,技术类
29911-移动端交互设计师,1,设计类
25926-高级游戏客户端安全工程师（深圳）,1,技术类
TEG17-语音识别/合成研究员（北京）,1,技术类
TEG17-语音识别/合成研究员（深圳）,1,技术类
TEG09-CDN高级后台开发工程师,2,技术类
TEG09-IoT研发工程师,1,技术类
17759-腾讯视频内容用户运营（成都）,2,内容编辑类
18924-福利文化专员/经理,1,职能类
WXG10-221 企业微信产品策划经理（广州）,1,产品/项目类
CSIG17-高级质量管理工程师（北京/广州）,1,技术类
28481-智慧医院-高级产品经理（深圳） ,2,产品/项目类
27560-游戏策划（深圳）,1,产品/项目类
21090-运营策划（深圳）,1,产品/项目类
25924-机器学习高级研究员（深圳）,2,技术类
TEG13-小语种机器翻译算法工程师 （北京）,1,技术类
18435-项目合规管理岗,1,技术类
TEG12-数据中心经理（北京）,2,技术类
TEG17-深度学习研究员（深圳）,2,技术类
TEG13-舆情洞察数据产品经理（深圳）,2,产品/项目类
14914-云产品公关经理（深圳）,1, 
22989-高级大数据研发工程师（深圳/北京/上海/成都）,2,技术类
27092-后台开发专家（深圳）,1,技术类
PCG04-数据科学家（深圳）,2,技术类
25422-堡垒之夜活动/商业化运营(深圳),1,产品/项目类
25422-堡垒之夜本地化与版本管理,1,产品/项目类
29569-用户运营产品经理（渠道方向）,1,产品/项目类
30621-腾讯社交广告产品策划经理（新闻视频广告 上海）,2,产品/项目类
CSIG02-医疗行业高级产品经理（北京）,1,产品/项目类
TZ-网站编辑,1,内容编辑类
ZNB-高级专家助理,1,职能类
22850-腾讯视频VIP后台开发工程师(深圳),1,技术类
31967-企鹅电竞游戏直播运营经理（深圳）,2,产品/项目类
31967-企鹅电竞游戏直播运营经理（北京）,2,产品/项目类
TME-MOO音乐产品策划（深圳）,1,产品/项目类
25923-golang运营开发工程师,1,技术类
25923-王者荣耀技术运营工程师（深圳）,1,技术类
21528-版权商务（词曲）,1,市场类
17229-手游客户端开发工程师（深圳）,1,技术类
PCG09-信息流垂类运营（体育）,1,产品/项目类
21528-品牌传播经理（深圳总部）,1, 
21528-品牌传播经理（北京）,1, 
21528-媒介传播经理（党媒央媒）,1, 
23295-互娱内容平台产品经理（深圳）,1,产品/项目类
22090-天天快报-高级研发工程师（北京）,1,技术类
TEG11-搜索后台开发工程师（深圳）,1,技术类
PCG14-AI产品内容运营（深圳）,1,产品/项目类
25928-游戏后台开发工程师,1,技术类
25928-游戏客户端开发高级工程师（上海）,1,技术类
25928-游戏客户端开发高级工程师（深圳/上海）,5,技术类
23295-互娱市场商业分析经理,1,市场类
23295-互娱市场资源管理经理,1,市场类
22989-物联网开发平台高级产品策划经理,2,产品/项目类
29314-CSIG财务管理经理（深圳）,2,职能类
TME-电台节目高级运营经理,1,内容编辑类
25925-小悦产品研发工程师（深圳）,1,技术类
TME-腾讯音乐安全策略总监/专家,1,职能类
22989-自然语言处理平台高级工程师,1,技术类
22989-AI语义产品经理,3,产品/项目类
30625-腾讯广告KA电商行业数据运营经理,1,产品/项目类
31504-云服务高级项目经理（深圳）,1,产品/项目类
25663-腾讯云国际化业务后台开发(深圳）,5,技术类
25663-腾讯云国际化业务web前端开发（深圳）,2,技术类
31967-企鹅电竞高级数据产品经理,1,产品/项目类
WXG10-152 企业微信专项测试工程师（广州）,1,技术类
PCG14-算法工程开发工程师（深圳）,1,技术类
PCG14-算法工程开发工程师（深圳）,1,技术类
22989-腾讯云云服务器高级产品经理（深圳）,1,产品/项目类
27553-腾讯音乐Web前端开发工程师（深圳）,2,技术类
25928-游戏美术师(上海),1,设计类
TME-QQ音乐社交Web前端工程师（深圳）,2,技术类
25666-融合媒体行业销售Leader(北京/深圳)（深圳总部）,1,市场类
TME-QQ音乐社交后台开发工程师（深圳）,1,技术类
WXG01-111 微信数据分析师（广州）,2,技术类
30622-腾讯广告Q系流量策略产品经理（深圳）,1,产品/项目类
TME-QQ音乐社交IOS开发工程师（深圳）,2,技术类
TEG13-安全产品经理（深圳）,1,产品/项目类
HY6-互娱视觉设计师,1,设计类
29911-多媒体视觉设计师,1,设计类
20503-AI应用Linux后台研发工程师（深圳）,2,技术类
18425-支付后台开发高级工程师,1,技术类
S2-TEG财务分析经理（深圳）,1,职能类
PCG04-外包管理员（深圳）,1,产品/项目类
29912-微视-移动端开发iOS,1,技术类
18425-支付测试开发工程师（深圳）,1,技术类
21309-腾讯课堂-广告流量运营高级经理,1,产品/项目类
25928-虚拟人研究高级工程师,3,技术类
14914-微视公关经理（深圳）,1, 
TEG02-光网络控制系统高级研发工程师（深圳总部）,2,技术类
TEG02-光网络控制系统高级研发工程师（北京）,1,技术类
TME-全民K歌直播产品策划,2,产品/项目类
25928-计算机图形/视觉/动画高级算法工程师（美国）,2,技术类
TME-全民K歌营收产品策划,1,产品/项目类
TEG13-安全策略后台开发工程师（深圳）,1,技术类
22989-腾讯云物联网前端研发(高级)工程师(深圳),2,技术类
22989-腾讯云物联网后台研发（高级）工程师（上海）,1,技术类
30625-腾讯广告生态合作运营经理（北京）,1,产品/项目类
22989-物联网高级产品运营经理（深圳）,1,产品/项目类
TEG09-异构计算专家工程师,4,技术类
TEG09-机器学习平台专家工程师 ,1,技术类
30625-腾讯广告平台销售经理（大客户和生态组）,1,市场类
27192-互娱游戏社区产品运营经理,1,产品/项目类
23295-互娱游戏营销算法工程师,1,技术类
23295-互娱社区后台开发工程师（深圳）,1,技术类
23292-互娱概念美术指导,1,设计类
HY6-互娱市场推广经理（内容营销方向）,1,市场类
25928-音频策划,1,产品/项目类
25927-toB高级产品经理（上海）,2,产品/项目类
30628-腾讯广告投放平台PHP开发工程师（上海）,1,技术类
CSIG15-高级商业分析师,1,市场类
30628-腾讯广告业务运维高级工程师,1,技术类
32032-高级机器学习工程师,1,技术类
TEG02-SDN开发工程师（深圳总部）,2,技术类
TEG02-SDN开发工程师（北京）,1,技术类
TB-投资经理（香港）,1, 
18302-剑灵IP手游本地化资深3D场景设计师（深圳）,1,设计类
25667-腾讯云服务合作伙伴高级运营经理（深圳）,1,市场类
22989-腾讯云存储产品售前架构师（深圳/北京/上海）,3,技术类
TME-腾讯音乐测试开发组长（深圳）,1,技术类
TME-全民K歌国际版高级测试工程师（深圳）,1,技术类
PCG20-PCG办公室深圳行政组leader,1,职能类
CSIG02-智慧校园产品运营经理(北京),1,产品/项目类
18436-金融数据分析师,1,技术类
18432-境外商务拓展经理,1,市场类
27092-高级前端广告工程师（深圳）,1,技术类
WXG03-122 小程序搜索算法工程师（广州）,2,技术类
28302-Start云游戏后台高级开发工程师 ,1,技术类
28302-Start云游戏windows平台高级开发工程师 ,1,技术类
28302-Start云游戏Mac/iOS高级开发工程师 ,1,技术类
30620-腾讯社交广告公众号广告流量运营经理（微信广告 深圳）,1,产品/项目类
PCG20-高管秘书（深圳）,1,职能类
14914-市场助理总经理,1,市场类
CS-“科学探索奖”项目总监,1,职能类
PCG04-IOS/Android终端开发工程师（深圳）,3,技术类
25928-高级Java后台开发工程师（深圳）,1,技术类
PCG20-行政运营经理（深圳）,1,职能类
PCG20-行政运营经理（深圳）,1,职能类
TME-腾讯音乐音质音效高级测试工程师（深圳）,1,技术类
22851-腾讯视频电影频道运营（天津）,1,内容编辑类
15569-魂斗罗手游世界观策划（深圳）,1,产品/项目类
15582-商业分析经理（深圳）,1,市场类
25663-腾讯云国际业务产品策划经理（深圳）,2,产品/项目类
WXG03-微信小程序&公众号计算机视觉高级研究员,1,技术类
30620-腾讯广告投放平台产品经理（微信广告 深圳）,1,产品/项目类
22086-腾讯体育高级后台开发工程师（北京）,1,技术类
22989-腾讯云Spark高级工程师（深圳）,1,技术类
25928-交互设计师,1,设计类
PCG04-后台开发工程师（深圳）,1,技术类
31506-知识图谱前端开发工程师,1,技术类
PCG14-计算机视觉/图像识别工程师（深圳）,1,技术类
PCG14-计算机视觉/图像识别工程师（深圳）,1,技术类
25667-渠道销售经理（深圳）,1,市场类
25928-前端测试开发工程师（深圳）,1,技术类
28481-健康保险行业合作高级经理（深圳）,1,市场类
28481-医药行业合作高级经理（深圳）,1,市场类
28481-医疗健康UI开发工程师(深圳),1,设计类
25928-高级语音算法工程师（上海）,1,技术类
TME-全民K歌项目经理（深圳）,1,产品/项目类
PCG20-高管秘书（深圳）,1,职能类
22989-高级产品运营经理,2,产品/项目类
CSIG16-车联网系统工程师（自研基础产品运维负责人）（上海）,1,技术类
TME-QQ音乐平台产品策划,1,产品/项目类
25928-游戏AI研究高级算法工程师（美国）,2,技术类
22989-高级大数据研发工程师（深圳/北京/上海/成都）,2,技术类
PCG15-互动视频超级用户产品运营经理,1,产品/项目类
PCG15-海外直播运营经理,2,产品/项目类
PCG15-海外渠道运营推广经理,1,市场类
WXG11--115微信读书界面开发工程师,1,技术类
25928-高级图形开发工程师（深圳总部）,3,技术类
25928-高级图形开发工程师（上海）,3,技术类
CSIG16-车联网IT运维经理（上海）,1,技术类
CSIG16-车联网产品运营经理（上海）,1,产品/项目类
CSIG16-车联网运营项目经理（上海）,1,产品/项目类
15575-《王者荣耀》图形渲染开发工程师（成都）,2,技术类
15569-魂斗罗手游高级系统策划（深圳）,1,产品/项目类
15569-魂斗罗手游高级数值策划（深圳）,1,产品/项目类
24548-综艺商业制片人,1,产品/项目类
CSIG16-车联网架构师（深圳）,1,技术类
16078-金融行业商务拓展经理（北京）,1,市场类
PCG19-腾讯视频app交互设计师,1,设计类
PCG04-腾讯PCG研发部架构师（深圳）,1,技术类
21557-音视频实验室高级产品经理,1,产品/项目类
CSIG15-自然语言处理工程师（北京）,1,技术类
30359-存储后台开发高级工程师,1,技术类
HY-游戏发行/运营培训生（深圳）,1,产品/项目类
WXG09-321 高级商务经理,1,市场类
16810-动漫版权商业化经理 ,1,市场类
29300-动漫商务拓展经理,1,市场类
CSIG17-测试leader,1,技术类
22989-腾讯云容器技术高级工程师（北京）,1,技术类
30359-存储运营开发高级工程师,1,技术类
25927-大数据后台开发高级工程师,1,技术类
30359-数据挖掘高级工程师,1,技术类
22989-腾讯云-区域交付leader（上海）,1,技术类
25664-政府行业技术平台架构师,1,技术类
25664-政务应用架构师（深圳）,3,技术类
PCG16-信息流游戏策略产品经理,2,产品/项目类
31504-腾讯云大客户售后高级技术顾问（深圳/北京/上海/成都）,1,技术类
22989-腾讯云云开发高级项目管理,1,产品/项目类
22989-腾讯云中间件高级项目经理（深圳）,1,产品/项目类
PCG19-大数据开发工程师,3,技术类
27730-yoo有视频UI设计师（深圳）,1,设计类
WXG04-143 小游戏后台安全策略工程师(深圳),1,技术类
PCG10-搜索引擎研发总监,1,技术类
PCG14-应用宝商业化后台开发（深圳）,1,技术类
25928-Unreal客户端开发工程师 (深圳)  ,1,技术类
29569-金融APP产品策划经理,1,产品/项目类
SD3-PUBG MOBILE 高级客户端开发工程师(深圳),2,技术类
SD3-PUBG MOBILE 高级UE4地形编辑(深圳),2,设计类
PCG19-腾讯视频Android开发工程师（深圳）,1,技术类
TEG02-DCN系统设计师,1,技术类
TEG02-NFV网络研发工程师,1,技术类
TEG02-FPGA研发工程师,1,技术类
SD3-PUBG MOBILE 高级商业化策划(深圳),1,产品/项目类
SD3-PUBG MOBILE 高级玩法策划(深圳),1,产品/项目类
15616-高级手游系统策划（上海）,1,产品/项目类
19407-日语运营策划（上海）,1,产品/项目类
30359-Java后台高级开发工程师,2,技术类
30359-Java后台开发工程师,1,技术类
GY0-【国际业务部】后台开发工程师（海外云产品）（深圳）,1,技术类
WXG03-小程序搜索架构工程师（广州）,2,技术类
22989-大数据AI综合应用后台开发工程师,1,技术类
29777-腾讯云企业业务高级运营经理（深圳）,1,产品/项目类
18434-UI视觉设计师（深圳）,1,设计类
WXG01-115 微信Web前端开发（广州）,2,技术类
18425-支付资金管理产品经理,1,产品/项目类
22989-物联网前端高级工程师,5,技术类
PCG11-区域大网总裁（福州）,1,内容编辑类
PCG11-区域大网总裁（福州）,1,内容编辑类
WXG03-小游戏引擎客户端开发(广州）,2,技术类
WXG03-115 小游戏引擎工具链开发（广州）,2,技术类
WXG03-小程序终端系统开发（广州）,2,技术类
TEG06-应用开发高级工程师（深圳）,1,技术类
CSIG16-车联网后台开发工程师（深圳）,1,技术类
27020-全栈云工程师（深圳）,1,技术类
